synthetic_record_id,internal_project_id,record_mode,enrichment_source,synthetic_as_of_date,scenario_type,demo_case_id,mixed_signals,overlap_group_id,anomaly_notes,synthetic_disclaimer,real_state,real_constituency,real_category,real_work_description,real_allocation_amount,real_recommended_date,real_status,real_lifecycle_stage,real_ida,real_city,real_block,real_village,real_mp_name,real_house,implementing_district,implementing_agency,vendor_name,sanction_date,planned_start_date,planned_completion_date,actual_start_date,actual_completion_date,sanctioned_amount,expenditure_amount,latitude,longitude,coordinate_source,project_area,physical_progress_percent,milestone_number,milestone_amount,milestone_total_amount
synthetic:enr:26102:008153,internal:d1fb6d35188987e2897f240e27715ab2dc4411154edd2d541c6e33515d17eeb1,HYBRID,SYNTHETIC,2024-06-30,COST_ANOMALY,,,,SYNTHETIC COST_ANOMALY/OVERBILL signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Karnataka,Sitting Rajya Sabha,Normal/Others,WS/MP085/2023-2024/45983 - Street lights,500000,2023-11-05,Completed,COMPLETED,DEPUTY COMMISSIONER BANGALORE URBAN_IDA,,BENGALURU NORTH,Dasanapura,SHRI Rajeev Chandrashekhar,Rajya Sabha,BANGALORE URBAN [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER BANGALORE URBAN_IDA,SYNTHETIC BANGALORE URBAN Lighting Works Agency,2023-12-14,2024-01-03,2024-03-24,2024-01-03,2024-03-19,500000,687238,15.621944,75.771412,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Dasanapura, Karnataka",100,3,195278,585834
synthetic:enr:26102:008154,internal:d20a906e5f046b4fe7985ab9e851ba72008ebe1a2c0656323a242d3eff5e86ef,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Andhra Pradesh,KURNOOL,Normal/Others,WS/MP310/2023-2024/9997 - Installing tube-wells and borewells,180000,2023-08-16,Sanctioned,FUTURE,DISTRICT COLLECTOR KURNOOL_IDA,,KURNOOL,B. Thandrapadu (OG),Dr Sanjeev Kumar Singari,Lok Sabha,KURNOOL [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR KURNOOL_IDA,SYNTHETIC KURNOOL General Works Agency,2023-08-28,2024-06-23,2024-10-17,,,180000,0,15.787591,78.040191,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near B. Thandrapadu (OG), Andhra Pradesh",0,,,
synthetic:enr:26102:008155,internal:d216dc61447e34c2cd691ff11547e700f5739bf26627b99efb9d9216eb0421f2,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Rajasthan,DAUSA(ST),Normal/Others,NA - Installing community drinking water plants,550000,2023-09-10,Unsanctioned,FUTURE,DISTRICT COLLECTOR DAUSA_IDA,,NANGAL RAJAWATAN,Khawa Raoji,Smt Jaskaur Meena,Lok Sabha,DAUSA [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR DAUSA_IDA,SYNTHETIC DAUSA Water Systems Agency,,,,,,,,26.977691,74.366298,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Water site near Khawa Raoji, Rajasthan",0,,,
synthetic:enr:26102:008156,internal:d226fc3341c1678e802a424ae40cc944551e73aaa8fe06a95d332387541a6d2c,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Arunachal Pradesh,ARUNACHAL WEST,Normal/Others,"NA - Construction of roads, approach roads, link roads and pathways",400000,2023-12-26,Unsanctioned,FUTURE,DEPUTY COMMISSIONER WEST SIANG_IDA,,Liromoba Eac,Ligo,Kiren Rijiju,Lok Sabha,WEST SIANG [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER WEST SIANG_IDA,SYNTHETIC WEST SIANG Roadworks Constructions,,,,,,,,27.870339,94.491901,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Ligo, Arunachal Pradesh",0,,,
synthetic:enr:26102:008157,internal:d22d89da6077c5e5bddf4c95d8b4a7e11a7ede6e4699dc4eabab1400c5cb5601,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Punjab,SANGRUR,Normal/Others,WS/MP382/2023-2024/19645 - Development of public parks,95380,2023-09-13,Unsanctioned,FUTURE,DEPUTY COMMISSIONER SANGRUR_IDA,,SHERPUR,Sherpur (31),Sardar Simranjit Singh Mann,Lok Sabha,SANGRUR [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER SANGRUR_IDA,SYNTHETIC SANGRUR General Works Agency,,,,,,,,31.330216,75.273033,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Sherpur (31), Punjab",0,,,
synthetic:enr:26102:008158,internal:d2329c1306ca5a4cc29cb10af67e1545075162f3aa5059ac9c3b3cc1a8566b2e,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,MACHHLISHAHR(SC),Normal/Others,WS/MP469/2023-2024/11347 - Lighting of public spaces,178000,2023-08-20,Ongoing,ONGOING,DISTRICT MAGISTRATE JAUNPUR_IDA,,KERAKAT,Parmanandpur,BP Saroj Bholanath,Lok Sabha,JAUNPUR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRATE JAUNPUR_IDA,SYNTHETIC JAUNPUR Lighting Works Agency,2023-08-31,2023-09-12,2024-10-24,2023-09-21,,178000,47208,26.671151,81.023567,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Parmanandpur, Uttar Pradesh",29,3,15736,47208
synthetic:enr:26102:008159,internal:d23316f97e1bae0ed8a3ddfd23b56ccade98c5567cebcf23419598cfd9363261,HYBRID,SYNTHETIC,2024-06-30,EVIDENCE_GHOST,,,,SYNTHETIC EVIDENCE/GHOST: completed claim with no coordinates.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP193/2023-2024/22596 - Lighting of public spaces,224425,2023-09-18,Completed,COMPLETED,DISTRICT MAGISTRAE GHAZIABAD_IDA,Muradnagar,,,SHRI Anil Agarwal,Rajya Sabha,GHAZIABAD [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRAE GHAZIABAD_IDA,SYNTHETIC GHAZIABAD Lighting Works Agency,2023-10-03,2023-10-23,2024-01-08,2023-10-27,2024-01-09,224425,204124,,,SYNTHETIC missing GPS for GHOST prototype case; not official,"SYNTHETIC Lighting site near Muradnagar, Uttar Pradesh",100,3,68041,204124
synthetic:enr:26102:008160,internal:d23c794cc6f81df1d13f2166e02b1254af2d89dd82343af8c4f4e9c0c310f7a9,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Tamil Nadu,TIRUCHIRAPPALLI,Normal/Others,WS/MP753/2023-2024/55119 - Lighting of public spaces,250000,2023-12-01,Completed,COMPLETED,DISTRICT COLLECTOR TIRUCHIRAPPALLI_IDA,Tiruchirappalli,,,Su Thirunavukkarasar,Lok Sabha,TIRUCHIRAPPALLI [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR TIRUCHIRAPPALLI_IDA,SYNTHETIC TIRUCHIRAPPALLI Lighting Works Contractor,2023-12-12,2023-12-24,2024-02-16,2023-12-29,2024-02-21,250000,233495,11.284242,78.58085,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Tiruchirappalli, Tamil Nadu",100,3,77831,233495
synthetic:enr:26102:008161,internal:d24abe0ca72acd1c85c3adc769b317f75d7ba05f8344303a2b4626557686fd08,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Madhya Pradesh,KHARGONE(ST),Normal/Others,NA - Construction of bus-sheds or bus-stops,300000,2023-07-04,Unsanctioned,FUTURE,DISTRICT COLLECTOR BADWANI_IDA,Barwani,,,Gajendra Singh Patel,Lok Sabha,BADWANI [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR BADWANI_IDA,SYNTHETIC BADWANI General Works Constructions,,,,,,,,22.787367,78.675481,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Barwani, Madhya Pradesh",0,,,
synthetic:enr:26102:008162,internal:d24c6e3babe21286f2d7423409235a6651c7668738bd1a35830dfc3967884e71,HYBRID,SYNTHETIC,2024-06-30,COST_ANOMALY,,,,SYNTHETIC COST_ANOMALY/OVERBILL signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Tamil Nadu,KANNIYAKUMARI,Normal/Others,"WS/MP394/2023-2024/24003 - Construction of roads, approach roads, link roads and pathways",1000000,2023-09-21,Completed,COMPLETED,DISTRICT COLLECTOR KANNIYAKUMARI_IDA,,THACKALAI,Nullivilai (CT),vijayakumar Vasanth,Lok Sabha,KANNIYAKUMARI [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR KANNIYAKUMARI_IDA,SYNTHETIC KANNIYAKUMARI Roadworks Agency,2023-10-29,2023-11-05,2024-07-04,2023-11-06,2024-06-28,1000000,1449585,11.376846,78.553907,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Nullivilai (CT), Tamil Nadu",100,3,368933,1106801
synthetic:enr:26102:008163,internal:d24cd4a3eca2fd8102497adad1e2918c2c8a079965a9ea3637c25426d2f2163b,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttarakhand,ALMORA(SC),Normal/Others,WS/MP477/2023-2024/23206 - Construction of additional rooms and halls in the existing public and community building,200000,2023-09-19,Unsanctioned,FUTURE,DISTRICT MAGISTRATE ALMORA_IDA,Almora,,,Ajay Tamta,Lok Sabha,ALMORA [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRATE ALMORA_IDA,SYNTHETIC ALMORA Community Works Agency,,,,,,,,30.222465,79.070369,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Community Hall site near Almora, Uttarakhand",0,,,
synthetic:enr:26102:008164,internal:d24cdcbe52a72f1e24d665b7ecb89d285d5a91f386c386ce49a23cc5160d5baf,HYBRID,SYNTHETIC,2024-06-30,COST_ANOMALY,,,,SYNTHETIC COST_ANOMALY/OVERBILL signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Madhya Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP232/2023-2024/10139 - Installing hand pumps,125000,2023-08-16,Sanctioned,FUTURE,DISTRICT COLLECTOR BHIND_IDA,,MEHGAON,Dagar,SHRI Digvijay Singh,Rajya Sabha,BHIND [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR BHIND_IDA,SYNTHETIC BHIND General Works Agency,2023-09-24,2024-06-23,2024-09-12,,,125000,247896,22.922851,78.340686,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Dagar, Madhya Pradesh",0,4,36371,145487
synthetic:enr:26102:008165,internal:d251f7becbb7e1b1de7d04338464da4ecff65310149e50c5e069ad9244c58a48,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Punjab,SANGRUR,Normal/Others,WS/MP382/2023-2024/15872 - Purchase of mobile water tankers,185368,2023-09-04,,UNKNOWN,DEPUTY COMMISSIONER BARNALA_IDA,,,,Sardar Simranjit Singh Mann,Lok Sabha,BARNALA [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER BARNALA_IDA,SYNTHETIC BARNALA General Works Constructions,,,,,,,,30.818546,75.563023,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near SANGRUR, Punjab",0,,,
synthetic:enr:26102:008166,internal:d2531b065893289f9f456ee9a05100f66357048be108ce3820df375f682eff50,HYBRID,SYNTHETIC,2024-06-30,TIME_ANOMALY,,,,SYNTHETIC TIME_ANOMALY/STUCK signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Bihar,SARAN,Normal/Others,WS/MP419/2023-2024/8052 - Development of public parks,868000,2023-08-04,Ongoing,ONGOING,DISTRICT PLANNING OFFICE SARAN CHAPRA_IDA,,AMNOUR,Amnour Harnarayan,Rajiv Pratap Rudy,Lok Sabha,DISTRICT PLANNING OFFICE SARAN CHAPRA [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT PLANNING OFFICE SARAN CHAPRA_IDA,SYNTHETIC DISTRICT PLANNING OFFICE SARAN CHAPRA General Works Agency,2023-09-03,2023-09-17,2024-02-20,2023-09-17,,868000,140616,24.81323,85.43826,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Amnour Harnarayan, Bihar",18,1,578383,578383
synthetic:enr:26102:008167,internal:d253ad91724c999d573a0f22899900ca539832da53e8901a95d5c95b72952b71,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttarakhand,TEHRI GARHWAL,Normal/Others,NA - Construction of footpaths and pedestrian ways,60000,2024-02-25,Unsanctioned,FUTURE,DISTRICT COLLECTOR UTTARKASHI_IDA,,Dunda,Olya,Mala Rajya Laxmi Shah,Lok Sabha,UTTARKASHI [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR UTTARKASHI_IDA,SYNTHETIC UTTARKASHI General Works Constructions,,,,,,,,30.091765,78.83094,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Olya, Uttarakhand",0,,,
synthetic:enr:26102:008168,internal:d25d7f0225f8d669ec6a6aebcf093824d8f2332b1fdf17d0c0f8eff0b844aa8f,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,NA - Lighting of public spaces,900000,2023-12-14,Unsanctioned,FUTURE,DISTRICT MAGISTRATE AURAIYA_IDA,,BIDHUNA,Barka Purwa,Smt Geeta Alias Chandraprabha (SRS),Rajya Sabha,AURAIYA [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRATE AURAIYA_IDA,SYNTHETIC AURAIYA Lighting Works Constructions,,,,,,,,26.785574,80.930586,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Barka Purwa, Uttar Pradesh",0,,,
synthetic:enr:26102:008169,internal:d25dca6e923a4b12b1fa7430d14985c654d6812a260f026bd82f9b45b950dea8,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Himachal Pradesh,HAMIRPUR_HP,Normal/Others,NA - Construction of boundary walls of existing public and community buildings,200000,2023-09-04,Unsanctioned,FUTURE,DEPUTY COMMISSIONER MANDI_IDA,,DHARMPUR,Ghanala (1),Anurag Singh Thakur,Lok Sabha,MANDI [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER MANDI_IDA,SYNTHETIC MANDI Civil Works Contractor,,,,,,,,30.9276,77.042165,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Boundary Wall site near Ghanala (1), Himachal Pradesh",0,,,
synthetic:enr:26102:008170,internal:d25e6955eedb0210535929dd87aee9aa4c9a2ec9d96ec38edd8d0edcd8f03e03,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,FIROZABAD,Normal/Others,"WS/MP497/2023-2024/33977 - Construction of roads, approach roads, link roads and pathways",2319000,2023-10-07,Sanctioned,FUTURE,DISTRICT MAGISTRATE FIROZABAD_IDA,,FIROZABAD,Datauli,Dr Chandra Sen Jadon,Lok Sabha,FIROZABAD [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRATE FIROZABAD_IDA,SYNTHETIC FIROZABAD Roadworks Constructions,2023-11-01,2024-06-23,2024-11-24,,,2319000,0,26.638543,81.14172,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Datauli, Uttar Pradesh",0,,,
synthetic:enr:26102:008171,internal:d25f5931f042079b00a23fee7973ab8a081d3d73075654536c0547d1a5bc3932,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Andhra Pradesh,ARAKU(ST),Normal/Others,WS/MP401/2023-2024/39490 - Construction of bus-sheds or bus-stops,490000,2023-10-21,Unsanctioned,FUTURE,DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA,,GUDEM KOTHA VEEDHI,Mondigedda,Goddeti Madhavi,Lok Sabha,ALLURI SITHARAMARAJU [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA,SYNTHETIC ALLURI SITHARAMARAJU General Works Agency,,,,,,,,18.281188,82.903737,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Mondigedda, Andhra Pradesh",0,,,
synthetic:enr:26102:008172,internal:d26a66c34f7b3d6e559718e9b79d3dcec2e6261c267580f126f5dbe2dd5864a0,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",West Bengal,Sitting Rajya Sabha,Normal/Others,NA - Installing tube-wells and borewells,200000,2023-07-07,Unsanctioned,FUTURE,DISTRICT MAGISTRATE MALDA_IDA,,HARISHCHANDRAPUR-II,Khopakati,SHRI Sukhendu Sekhar Ray,Rajya Sabha,MALDA [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRATE MALDA_IDA,SYNTHETIC MALDA General Works Agency,,,,,,,,23.267377,87.507085,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Khopakati, West Bengal",0,,,
synthetic:enr:26102:008173,internal:d2739a1a5f2b5d43862e47e5981aab2a8bd8733bfbddbf2207c5f64696e1c4e3,HYBRID,SYNTHETIC,2024-06-30,TIME_ANOMALY,,,,SYNTHETIC TIME_ANOMALY/STUCK signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Andhra Pradesh,KURNOOL,Normal/Others,WS/MP310/2023-2024/9632 - Installing tube-wells and borewells,180000,2023-08-15,Sanctioned,FUTURE,DISTRICT COLLECTOR KURNOOL_IDA,,KODUMUR,Pulakurthy,Dr Sanjeev Kumar Singari,Lok Sabha,KURNOOL [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR KURNOOL_IDA,SYNTHETIC KURNOOL General Works Constructions,2023-09-24,2023-10-08,2024-02-01,2023-10-08,,180000,25920,15.789986,77.994978,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Pulakurthy, Andhra Pradesh",16,,,
synthetic:enr:26102:008174,internal:d2746f2839b21798bab9263442942329d20a3a3940ba2ec2d9598afb777ce75b,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Bihar,KARAKAT,Normal/Others,WS/MP003/2023-2024/7385 - Street lights,989000,2023-08-01,Completed,COMPLETED,DISTRICT PLANNING OFFICER AURANGABAD_IDA,,,,Mahabali Singh,Lok Sabha,AURANGABAD [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT PLANNING OFFICER AURANGABAD_IDA,SYNTHETIC AURANGABAD Lighting Works Constructions,2023-09-10,2023-09-24,2023-11-12,2023-10-02,2023-11-07,989000,958253,25.003671,85.597829,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near KARAKAT, Bihar",100,3,319417,958253
synthetic:enr:26102:008175,internal:d2879f29084e69dfb8a85286a9307344d2f6a90e6e14c918dbd35709584d6210,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Bihar,SITAMARHI,Normal/Others,WS/MP421/2023-2024/14099 - Street lights,498500,2023-08-29,Sanctioned,FUTURE,DISTRICT PLANNING OFFICER SITAMARHI_IDA,,BAJPATTI,Humayupur,Sunil Kumar Pintu,Lok Sabha,SITAMARHI [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT PLANNING OFFICER SITAMARHI_IDA,SYNTHETIC SITAMARHI Lighting Works Contractor,2023-09-07,2024-06-23,2024-08-15,,,498500,0,25.300231,85.638294,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Humayupur, Bihar",0,,,
synthetic:enr:26102:008176,internal:d2885be406cbbe9e4357a11758149b74879c063c7d3ddec530f8c7a3d80923e5,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Odisha,BOLANGIR,Normal/Others,NA - Construction of community centers and community halls,200000,2023-10-20,Unsanctioned,FUTURE,District Collector Subarnapur_IDA,,BIRMAHARAJPUR,Kendupali,Smt Sangeeta Kumari Singh Deo,Lok Sabha,Subarnapur [SYNTHETIC],SYNTHETIC implementing unit attached to District Collector Subarnapur_IDA,SYNTHETIC Subarnapur Community Works Agency,,,,,,,,21.163713,84.963108,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Community Hall site near Kendupali, Odisha",0,,,
synthetic:enr:26102:008177,internal:d295bb76dfa9763c3fc62fe40d4a067be73bb5603e81eabc17bb0370096243fd,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Assam,BARPETA,Normal/Others,WS/MP314/2023-2024/18573 - Construction of shelters for animals,500000,2023-09-11,Sanctioned,FUTURE,DEPUTY COMMISSIONER BARPETA_IDA,,CHENGA,Balidhari,Shri Abdul Khaleque,Lok Sabha,BARPETA [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER BARPETA_IDA,SYNTHETIC BARPETA General Works Constructions,2023-10-21,2024-06-23,2024-10-07,,,500000,0,26.200458,93.043826,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Balidhari, Assam",0,,,
synthetic:enr:26102:008178,internal:d2964cf997db9703a6119152538fabde4cba5b4e0c1988a2a38775986f43c152,HYBRID,SYNTHETIC,2024-06-30,TIME_ANOMALY,,,,SYNTHETIC TIME_ANOMALY/STUCK signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,HATHRAS (SC),Normal/Others,WS/MP803/2023-2024/17691 - Construction of bus-sheds or bus-stops,1384000,2023-09-07,Ongoing,ONGOING,DISTRICT MAGISTRATE HATHRAS_IDA,,SIKANDRARAO,Agsauli,Rajvir Diler,Lok Sabha,HATHRAS [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRATE HATHRAS_IDA,SYNTHETIC HATHRAS General Works Agency,2023-09-28,2023-10-13,2024-01-26,2023-10-13,,1384000,174384,27.015858,80.838268,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Agsauli, Uttar Pradesh",14,3,245198,735595
synthetic:enr:26102:008179,internal:d29c2e1fbfe63e49d533d110f894aa9888c7a97b450392fd8948487c43627189,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",West Bengal,Sitting Rajya Sabha,Normal/Others,NA - Installing tube-wells and borewells,200000,2023-07-18,Unsanctioned,FUTURE,DISTRICT MAGISTRATE BANKURA_IDA,,BARJORA,Madanhati,SH Derek o Brien,Rajya Sabha,BANKURA [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRATE BANKURA_IDA,SYNTHETIC BANKURA General Works Agency,,,,,,,,23.297975,88.116611,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Madanhati, West Bengal",0,,,
